1000000 100000
1 886690 631512881
1 708195 -441721951
1 963089 776978999
1 860597 -551927443
1 414379 -191190520
2 75553 480181
1 571044 285257375
2 76416 342123
2 42254 585137
1 495601 55104366
1 619096 -954344514
1 823120 518617512
1 195993 -145518369
1 258247 70252614
1 754297 -673432289
1 489699 639542450
1 292739 759643315
1 495654 179770937
1 85353 179692249
1 106787 235965361
1 851319 -178699641
1 218293 -331822214
1 784412 -207127885
1 46924 -28033731
1 797863 726797326
1 722144 408088180
1 96658 -500401936
1 89619 -984450032
1 530830 -255730733
2 6055 257508
1 86763 408870189
1 327306 -466330145
1 743441 195361999
2 7101 985309
2 146072 361220
1 981948 124000845
1 495799 -114969418
1 797071 -602279290
1 509506 -884421419
1 202739 439705875
1 174121 605388469
1 970449 -102824507
1 621613 -743713473
1 557843 -612531211
1 39009 -62281763
1 660136 -329435140
1 70525 -105622672
1 993649 -36791648
1 134268 -996160544
1 802262 419430245
2 121877 567912
2 202296 926736
2 162318 587584
2 295720 667262
1 840287 443680448
1 480024 -761803959
1 351299 -818473336
1 336727 -691229163
1 536176 680953725
2 51482 786945
1 8930 582847245
1 415915 -877849989
1 337291 -272873444
1 489737 913803317
1 677270 -554474141
2 564131 945393
1 926025 -378235195
1 586437 -237576847
2 87043 939458
1 307512 975568192
2 348472 440479
1 692608 922021911
1 101283 45114065
2 43635 464845
2 143218 815760
1 934934 -895647564
1 86609 126939937
2 14108 263908
1 86018 -358082348
2 334066 421475
2 61847 676313
1 91429 373530748
1 785281 -29365522
1 983515 920866552
1 490314 -195109858
1 873430 -464099732
2 671968 830690
1 703036 -586288030
2 640955 804707
2 32460 815244
1 132211 529995537
1 43575 867691756
2 495172 603210
2 659141 946155
1 283303 -739975839
2 14720 112857
1 503598 -98520068
1 731489 -754185019
1 847293 132044498
2 427 112818
1 663924 8734417
2 781512 858963
1 786338 -526170815
1 938370 493597366
1 412226 -584255405
1 304887 -199617968
2 438466 718455
1 849442 -450694798
1 563408 820793181
1 577990 -422937984
1 305994 677276469
1 8647 -310071385
2 97809 522041
1 460170 451936960
2 462893 915540
1 620724 -235098146
1 883810 -828253624
1 785722 -559361876
1 945028 -121584556
2 479097 669596
1 548417 -197774725
1 231071 -606736164
1 10871 -383525686
1 717173 -898900012
2 9847 775638
2 218720 484055
1 665333 -655158881
1 79059 483780031
2 86433 464544
1 502942 220457637
2 226363 248018
1 111173 414111327
1 931969 -290539306
1 214148 271401288
1 652267 -85702087
1 16525 121489512
1 268433 -428325322
1 395833 -539844561
2 305317 382003
1 509221 -663584066
1 982048 -284781530
1 683687 -359215497
1 456442 -262117788
1 756585 262631544
1 54167 620404145
1 593087 524005106
1 982858 358320363
1 45001 -560381781
1 445441 844833886
2 465164 480303
2 361167 844576
1 156265 842207355
2 523907 858800
2 876433 995882
1 193258 -227658453
1 303578 574126659
2 488819 759717
1 534582 704192556
2 251677 454392
1 440796 705074905
1 993805 -268841663
2 597538 826323
1 372775 872384792
1 797200 238579652
1 36106 -836932096
1 375959 729613376
2 274288 664215
1 663068 961967715
2 850458 988049
1 851596 348570383
2 676141 967163
2 701568 804251
1 554554 927003074
1 326306 -907211699
1 689122 87342486
2 57420 866850
1 439803 331962923
2 881 191467
1 84445 -973078411
1 672580 -848548034
1 860347 198287460
1 578748 483666420
2 265500 491794
1 776818 -270807197
1 914553 13940871
1 547350 -636451471
1 380303 -565899204
2 590443 890132
1 532883 -619446114
1 204905 -723891907
1 147737 -879743088
1 11688 315690125
2 314168 859243
1 354575 -583031725
1 624335 242711887
1 722324 -240989705
2 159838 313611
1 948431 449727372
1 996799 -887761605
2 96965 942987
1 100835 888453128
1 975478 -446213432
1 169718 780558988
1 779525 -308375212
1 495022 136331211
1 497495 -386233510
1 614437 -648330471
1 435530 -78123255
1 459097 -805712382
2 384391 646537
2 314814 648282
1 923749 -89000379
2 430188 747019
1 975176 226020069
2 149391 214306
1 358412 -168080719
1 196840 68984642
1 841467 933293812
2 122554 612447
1 225407 -509665884
2 577211 675387
1 10371 362618666
1 933567 -905518661
1 959559 -972534153
1 284339 -364425791
1 495980 -515143158
1 195888 974485922
1 514277 -896177671
1 543733 974699708
1 422856 484552550
1 894841 -378082643
1 235604 -540097641
2 234616 444316
1 400968 403858101
1 494533 -233875079
1 960780 990359308
1 479697 21105227
2 347217 374976
1 490000 642521721
1 727685 239233435
1 721392 -564012305
1 333854 183396888
1 323530 -35902660
2 49157 387353
1 323882 -527709339
1 411341 -403068552
1 292536 581919171
2 12033 406611
1 725224 933878061
1 606321 357844307
1 126690 439352113
1 856519 -152655244
1 63025 60676315
1 736023 -421190877
1 300949 90173086
1 846675 363588386
1 122198 -199676188
1 819754 842567883
1 885312 -930961870
1 961603 -208927925
1 743373 -596036794
1 330351 863260434
1 211511 -537366613
1 409517 449324658
1 458696 712956482
1 978851 -237129744
1 908717 227846643
1 173897 571048247
1 484361 -233463091
1 316444 859582651
1 116947 -825205469
2 378674 419575
2 345750 425228
1 973109 646351995
1 471179 -530261832
2 715729 757601
2 97455 846254
2 266593 802727
1 951556 -210117472
1 649728 -524534328
2 515489 829089
1 661813 -606748388
1 457114 -905113950
1 314698 -647996767
1 4207 381009330
2 730235 788529
1 177603 -746451409
1 826134 -49638392
2 790113 951203
1 875727 -859540940
1 801477 -29306551
1 209041 741158400
2 238905 873507
1 974064 -48992533
1 951703 -513733442
2 750686 750916
1 451438 983851275
1 93846 56554808
1 653978 621989858
1 948515 -499999325
1 821122 985666943
1 904217 -438504284
2 903110 951559
1 336379 -467196872
2 72615 298603
2 568555 872528
1 91532 -276307260
1 123081 177783104
1 644280 -322983759
1 137765 805577629
2 115133 621888
2 89690 236364
1 108159 -181479543
2 226733 705711
1 317913 901414607
1 232136 -506974767
1 789977 924805321
1 418599 -383289561
1 285007 -224204369
1 138657 635409389
1 484248 802533188
1 886732 965549302
1 70131 168434280
1 443642 28569678
2 333645 681815
1 7420 -57799472
1 757612 -581561366
1 976901 -904629942
1 964839 331447809
1 381510 826841940
1 104413 390194635
1 750276 458176772
1 351363 903313947
1 851167 -367205519
2 109582 481776
1 385475 127057730
2 235331 335605
1 705157 -113024622
1 842386 97992805
1 663729 -493886024
1 471117 -200611050
1 546762 -68588549
1 740825 -296175716
2 168099 586122
1 189399 940724906
2 67192 944144
2 30349 321946
2 107009 254363
1 372230 912887290
1 9319 295960937
1 775961 31773728
1 255552 795343173
1 968400 731927107
1 228560 -755873615
1 582496 -633624784
1 808206 177504634
2 5034 648613
1 691194 -500535244
1 721163 -388285080
1 513269 37280574
1 424845 452887411
1 275035 325120172
1 366260 515725874
1 401385 50165252
1 663223 -596462493
1 208851 -11247702
1 219297 589121247
1 385497 -811439413
2 189690 913417
1 387404 883878954
1 237299 482352120
1 510977 141101438
2 65017 892186
2 131278 912669
1 757658 -607398102
1 508870 -272753093
2 461095 767315
1 666123 -964588954
2 407737 758181
1 150106 -510246488
1 68774 -813349477
1 192946 826264436
2 335839 541773
1 598447 275917975
1 200572 -309374765
1 867949 -283841565
1 362920 -44075038
1 263591 -130182052
1 872998 310181338
1 901815 -10584874
1 902893 370228165
1 826761 474541521
1 137951 -607835084
1 217210 -69169039
1 27447 167659904
1 105580 275764018
2 313150 724801
2 668895 863384
2 44050 224449
2 348034 941201
1 418805 448180792
1 985605 261439895
2 423746 528156
1 659819 676642555
1 147784 -892025006
1 853920 761439997
2 161955 615654
1 584033 -26380807
1 846405 67358154
1 7150 -789180180
1 964743 -360401952
1 797411 -328291712
2 659592 871508
1 697147 87899274
2 410773 443634
2 625707 629813
1 793432 654449828
1 532425 650796337
1 569958 -671801921
1 99745 -425707684
2 348497 682388
2 99562 762154
1 348737 -746777636
1 626367 -387499955
1 426299 669381316
1 193620 636499328
1 347346 322250761
1 821148 -840673902
1 427633 187732235
2 567526 732874
1 954457 -903411541
1 769473 610550294
1 821424 544426247
1 653312 397339391
2 472299 769191
2 196934 525163
1 542573 983322112
2 244546 418722
1 134359 -986298459
2 558909 687378
1 468082 -768887342
1 396339 579372873
1 874383 193793514
2 311702 655319
2 267899 692768
1 20090 924278117
1 489914 -644273675
1 990131 -911776290
1 147435 639205692
1 353856 46233047
2 413623 500375
1 674859 864435959
1 139283 525536198
1 581345 969642216
1 750635 240767287
2 737242 819385
1 674130 885310443
1 166150 -676279022
2 189346 732654
2 440495 485597
2 372944 984027
1 418943 -237555324
1 99149 -974497267
1 241735 54820012
2 276151 369126
1 760041 182730935
1 41840 298075054
1 496984 862476645
2 27981 836109
1 274559 300663455
2 119631 204617
1 820234 -666800574
1 686619 481227026
2 68569 653226
1 102177 -118930648
1 851513 -411275806
1 315430 -600604982
1 241057 -89829487
1 328803 -509795022
2 353236 750664
2 239281 698433
1 103360 -763277475
2 16261 465912
1 434936 37698116
1 741743 936393442
1 220896 -766072056
1 562861 -180208675
2 156741 994455
1 340204 -83166532
1 144071 -111891817
1 995161 210754839
2 135005 316634
2 139244 433723
2 73926 782549
1 740344 781512382
1 523086 191966465
2 164344 499067
1 197214 -440666773
1 665333 201343783
1 951146 905338342
2 831371 858057
1 129808 438834232
1 78326 105389110
1 66198 542549152
1 333058 533714209
1 119625 362759658
2 18268 576453
1 266893 -401466402
1 752474 -410689241
1 481987 374004022
1 393728 -177393033
1 955469 -612299535
1 361935 494445960
1 883406 919025872
1 743851 -848567258
1 517981 795047758
1 89148 338245356
1 289160 3695182
2 6150 462951
2 591886 762972
1 360812 -428660655
2 317091 933284
1 869471 240565271
1 397047 -796945215
1 255006 -793497617
1 57695 186881236
2 444885 882831
2 372259 840785
1 811752 273949557
1 909411 783460268
1 867325 398598009
1 987859 720871984
2 118031 786526
1 656520 78085981
1 265769 -625081951
1 70930 596885730
1 64013 31812885
1 248216 -689015790
1 486617 562581898
1 671095 818851818
1 141164 -203969359
1 2990 627321995
1 763740 935377145
2 575722 997616
2 907887 924120
1 31761 -901918963
1 551682 587646046
2 25088 416721
2 58163 843647
2 221792 373482
2 372791 611371
2 589599 653307
1 406131 -141876068
2 66895 276067
1 379084 -200647774
2 440893 571787
2 777368 805092
1 279961 957464443
1 552609 157928526
1 738429 -367758564
2 809179 877755
2 667819 801606
1 290677 -61766517
2 294833 387278
1 423709 -41412466
1 632878 481648633
1 617464 136975029
1 117830 603286999
1 532304 -778153172
1 957794 -213585687
2 202237 852836
1 356309 961525803
1 198509 -436864744
1 321753 733219460
2 327402 369550
1 403270 -279390407
2 807448 908648
1 458150 469333538
1 644495 -674019132
1 40848 -969251835
2 142747 729835
1 966242 570837170
2 315211 455077
2 400069 577983
1 14039 712722465
1 415980 169654824
1 31075 572626950
2 488264 642944
1 313025 58478091
2 53576 471835
1 903286 43746523
1 128077 212721200
1 879569 926483672
2 513977 734395
1 177630 65406928
1 538143 924870166
2 421494 530895
2 365731 800575
1 330019 245151207
1 619641 342875335
2 315276 782918
1 220268 -507970212
1 727005 152098667
1 393279 -440077529
1 613537 -901733096
1 255232 545346579
1 81363 -183590543
1 523327 -84824241
1 64748 559769443
2 492033 944741
2 40680 599287
1 264645 481842619
1 28276 499556557
1 524258 620179395
1 237234 -389686096
1 710087 -320496142
2 384711 732916
1 942177 43344918
2 230141 809234
1 675840 881454054
1 841586 140861710
1 278085 -19840521
2 860176 925048
1 356786 -194984074
1 171417 878915152
1 431589 -285086791
2 77401 724599
1 736047 -779190063
2 35683 884510
1 135014 668270132
1 145190 902105540
1 489941 239390843
1 936263 -470384887
1 144286 -546729355
1 80400 -859500573
1 429471 533567409
2 77151 434056
1 28102 953369607
1 680039 -344408921
1 51353 654809741
1 620872 -978880504
1 773737 -127753466
1 465086 -323834714
1 397585 -325843144
1 930929 440077690
2 299358 946880
1 787797 950635534
2 459170 729444
2 43923 444188
1 44536 513316432
1 646641 -972383616
2 96900 104352
1 422019 -305883603
1 49291 -724221500
1 868805 -363373870
1 823359 23299438
1 775486 749990197
1 605795 812410753
2 625893 694438
2 170736 728130
2 131229 248296
1 466671 19576134
1 524187 -917261696
1 442388 -32898110
1 118612 -343671838
1 127507 -651819009
2 282346 463485
1 554401 -474164931
1 271168 432116901
1 713082 868659188
1 121894 839234677
1 21128 -136052183
2 674760 874114
1 579594 702030819
1 580464 306182340
2 188058 330833
1 615272 647092434
1 381214 371327743
1 653489 -412813730
1 633274 -256816861
1 390068 -696352846
2 148074 210844
2 700783 918947
1 185946 -767134824
1 155651 582818027
1 103876 719875658
1 470048 -908601786
1 817368 120272627
1 306836 -942670263
1 605278 -580094388
1 802633 810928136
1 728432 -4643762
1 895362 809516477
1 778049 714718522
1 452745 -958291901
1 415669 -323109777
2 33416 182407
2 18148 706775
2 87113 677993
2 282097 863372
1 842984 -696906394
1 850321 -862736449
1 333264 -419182280
2 163892 736592
1 423260 -278994022
1 766646 -447193512
2 219170 824931
2 264505 645932
2 95487 570962
1 148945 -155060257
2 274614 429940
1 890566 -457181141
2 385966 671925
2 412637 431112
1 786664 -57102191
1 260102 -391723074
2 307021 805169
2 103118 506726
1 491626 301098355
2 632171 650117
1 489608 265423756
1 970087 -544830738
1 200775 -738305885
1 973482 324427662
1 836515 270700526
1 403906 -985577155
1 800125 552161763
2 49769 674057
1 448395 989409448
1 482293 808516709
1 766829 403347760
1 46014 874994807
1 588987 -448745848
1 504382 662699552
1 73987 513896996
1 599790 -798810885
1 175527 -466127958
2 289308 613299
1 938916 724557356
1 147083 -285602661
1 448465 28683206
1 195040 -943609292
1 134732 -856655534
2 233876 577939
1 57075 -874647787
1 88618 -140896438
2 717569 890794
1 268750 89439957
1 577890 -992382272
1 983894 -568462367
1 189100 -836000046
2 346932 930911
2 437672 636594
1 725862 59885516
1 860552 -960084402
1 19152 724725862
1 332079 -167573548
1 420580 -164011669
2 109156 951432
1 913691 -687757098
1 98109 -523553106
1 396983 -929414212
2 118851 386774
2 198344 663505
1 448845 184870819
1 973832 -901206319
1 461160 87149933
1 68767 -23793618
1 637693 899517206
1 451030 -928920262
1 492143 -671127986
2 259170 403319
1 129873 -615592166
1 923993 669447241
1 345110 -189622565
1 585484 -330821411
1 658243 80081729
1 365123 -940375797
2 559346 958506
2 499236 599770
2 62772 669072
1 677608 183000522
2 45548 465901
2 273785 773120
1 761505 -436415521
1 266676 -82600295
1 432830 -446978195
1 809096 -994576953
1 597834 588777536
1 288178 -521995759
1 431439 777700047
1 403596 813476555
2 941560 946783
2 496430 855067
1 684446 -557238488
1 134760 -860057717
1 14094 -611170302
2 230959 401684
2 846426 957536
1 685191 -197011398
1 290980 577424370
1 625265 -967168966
1 566840 -889777067
1 658809 530866801
2 292318 551258
1 272228 542388544
1 604788 -749919711
1 755091 -909647031
1 652609 -262348176
2 199096 975758
1 365426 -209392274
1 43927 -310746482
2 351523 777507
1 17794 -763367311
1 949854 -819746065
1 52395 696430217
1 581665 -353330328
1 386320 500086656
1 54727 -174484721
1 680317 -146449993
1 54381 -495557563
1 643429 21766436
1 921012 618609650
1 678120 300778636
1 90751 812385938
2 156087 260161
2 452999 542324
1 711538 853624271
1 837506 681145350
1 511532 91707291
2 803871 881511
2 469110 655200
2 647156 795828
1 169203 379249167
2 114204 126446
1 61337 543564930
1 893744 -578326233
1 444414 118896101
2 370308 847661
1 752547 -410983062
1 758766 948057652
1 221810 -847524834
1 721092 454943019
1 428360 -486890670
1 671284 -581555091
1 32087 -575939320
1 381059 195597651
1 781400 -251275180
1 299544 430336717
1 571000 -68978971
2 125914 243331
2 161503 229507
1 667583 656966038
1 32580 -278185787
1 632234 775370586
2 47146 821594
1 454638 -107295229
1 944036 -117206563
1 843105 -436959243
1 892010 -855401704
2 324953 940704
1 746903 -242647470
2 419303 631624
1 256343 -159628565
1 602748 -51318933
1 554712 -618494743
1 368005 -978438441
2 676938 878241
1 374786 163494021
1 972810 -24096123
1 139474 -114965492
1 660519 -187088214
1 976280 502957931
1 347106 -201877206
2 46489 261492
1 768481 214782206
1 457394 -211608252
1 249297 -830429273
1 279138 808697761
1 80835 779456771
1 518376 -822243684
1 400865 754163906
2 111351 647898
1 681429 883709726
1 520029 -126899065
1 75143 -445453118
1 346261 961067657
1 314235 -765203279
1 800156 -266452851
1 825208 946837060
1 432518 571991390
2 846132 959445
1 14796 335356655
1 92468 595754173
1 1475 -394011050
1 424321 755279735
1 273712 345928691
1 959438 -389783823
2 39520 558563
1 473103 -135375559
1 503383 398362665
1 392276 -484159544
1 437840 -381436092
2 621686 955129
1 16849 -313044888
2 276244 551081
2 531507 984015
1 685635 940973168
2 152366 496944
1 623950 -908107587
1 872565 873183836
1 619864 266697566
2 453838 459099
2 26519 75561
